"","tried_influence","attend_rally","work_party","wear_button","give_money_party","campaign_participation","discuss","give_money_campaign","volunteer","community_work","community_meeting","vote_in_primary","trust_others","satisfied_life","understand_issues","too_complicated","age","hisp","empl","own_home","married","class_conscious","PARTY_ID","better_off_econ1","STATEFIPS","money_stocks","born_again","college","black","female","inc_firstthird","inc_upperthird","lgbt","middleclass","jewish","catholic","protestant","nonreligious","knowl","str_PARTY","agesq","Consistency","Extremity","ideo_ext","ideo_label","ideo_score","Position","year","respondent","unique_id","wt1","wt2","wt3","complete_pre","complete_post","census_region","Action_Score"
"2557",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,1,67,1,1,1,0,1,"1",2,"35",0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4489,0.439219000278915,1.91558209145865,1,"right",10.740919680551,1.91558209145865,"2012",65,20120065,1.5421,1.5421,1.5421,1,1,"4",10
"2558",0,0,0,0,0,5,0,1,1,1,1,1,1,1,0,1,60,1,7,1,1,1,"2",5,"35",0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,3600,0.599191434290308,0.536148237346833,0,"moderate",-1.66713509632194,-0.536148237346833,"2012",66,20120066,1.6075,1.6075,1.6075,1,1,"4",10
"2559",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,28,1,1,0,0,0,"4",3,"35",0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,784,0.439923384645164,0.16394194747492,0,"moderate",1.87597780641387,0.16394194747492,"2012",67,20120067,1.5149,1.5149,1.5149,1,1,"4",9
"2560",0,0,0,0,0,5,0,1,1,1,0,2,0,1,0,1,34,1,1,1,1,1,"3",4,"35",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1156,0.520385078679319,1.13999229568699,0,"moderate",-4.72315233628667,-1.13999229568699,"2012",68,20120068,0.2167,0.2167,0.2167,1,1,"4",10
"2561",0,1,0,1,1,2,0,0,1,1,0,1,0,1,0,1,54,1,6,1,1,0,"2",4,"35",0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2916,0.583285811289004,0.664271732290195,0,"moderate",4.40811574326179,0.664271732290195,"2012",69,20120069,0.6395,0.6395,0.6395,1,1,"4",8
"2564",0,1,1,1,1,1,0,0,2,0,0,1,0,1,1,1,28,0,1,0,0,1,"6",4,"35",0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,784,0.460639757113192,0.254434830817984,0,"moderate",-0.241401059213338,-0.254434830817984,"2012",71,20120071,0.2284,0.2284,0.2284,1,1,"4",8
"2565",1,0,1,0,0,3,0,1,2,0,0,1,0,1,0,0,62,1,7,1,1,1,"2",3,"35",1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3844,0.530574899898762,0.503444741705335,0,"moderate",3.59418034207563,0.503444741705335,"2012",72,20120072,0.3925,0.3925,0.3925,1,1,"4",9
"2566",1,1,1,1,1,0,0,0,2,0,0,2,1,1,1,0,74,0,1,1,1,0,"3",4,"27",1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,5476,0.397202833551244,0.645515027843537,0,"moderate",4.31318922810907,0.645515027843537,"2012",73,20120073,0.3416,0.3416,0.3416,1,1,"4",9
"2567",0,1,1,1,1,1,0,0,2,0,1,1,0,1,1,0,28,0,1,0,0,1,"7",2,"48",0,2,0,1,0,0,1,0,1,0,0,1,0,1,1,784,0.521552400565712,0.349166773350173,0,"moderate",2.81338913525959,0.349166773350173,"2012",74,20120074,0.2669,0.2669,0.2669,1,1,"4",9
"2568",0,1,1,0,0,3,1,1,1,1,1,1,1,1,1,0,88,0,5,1,1,1,"7",4,"39",1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,7744,0.439159929395963,0.5362485538074,0,"moderate",-1.66764279169247,-0.5362485538074,"2012",75,20120075,1.4052,1.4052,1.4052,1,1,"4",11
"2569",0,1,1,1,1,1,0,0,2,0,0,2,0,1,0,1,52,1,1,0,0,0,"1",4,"35",0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2704,0.506180285111397,1.10059235536039,0,"moderate",-4.52375168767772,-1.10059235536039,"2012",76,20120076,0.1811,0.1811,0.1811,1,1,"4",9
"2570",1,1,1,1,1,0,1,0,2,0,0,1,1,1,0,0,59,1,1,1,0,1,"1",2,"35",1,2,1,0,1,1,0,0,1,0,1,0,0,1,1,3481,0.595473686650746,1.16259031568248,0,"moderate",-4.83751951062817,-1.16259031568248,"2012",77,20120077,2.9055,2.9055,2.9055,1,1,"4",9
"2571",1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,63,0,6,1,0,1,"1",4,"35",0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,3969,0.438155678224059,0.0463145153557178,0,"moderate",1.28067268502678,0.0463145153557178,"2012",78,20120078,1.7754,1.7754,1.7754,1,1,"4",8
"2572",0,1,1,0,1,2,1,0,2,0,0,2,0,1,1,0,33,0,1,0,0,0,"5",2,"35",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1089,0.579205240265314,1.02211389383023,0,"moderate",-4.12657707265986,-1.02211389383023,"2012",79,20120079,4.5929,4.5929,4.5929,1,1,"1",10
"2575",0,1,1,0,1,2,1,0,2,0,0,1,0,1,0,0,35,1,1,1,1,1,"5",2,"35",0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1225,0.458713097283945,0.0829724257240478,0,"moderate",1.46619609048122,0.0829724257240478,"2012",81,20120081,1.6564,1.6564,1.6564,1,1,"1",9
"2576",0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,40,1,1,0,0,0,"3",2,"35",0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1600,0.565216062587881,0.342984581430672,0,"moderate",-0.689545842174024,-0.342984581430672,"2012",83,20120083,0.8785,0.8785,0.8785,1,1,"1",9
"2577",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,75,1,5,0,0,1,"1",3,"35",0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,5625,0.561955255015841,0.9825091612288,0,"moderate",-3.9261399830794,-0.9825091612288,"2012",84,20120084,1.2556,1.2556,1.2556,1,1,"1",9
"2580",1,1,1,1,1,0,1,0,2,0,0,1,1,1,1,1,60,0,1,1,0,1,"2",3,"39",0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,3600,0.457926166602387,0.0727698344475211,0,"moderate",0.677994193813272,-0.0727698344475211,"2012",87,20120087,0.1709,0.1709,0.1709,1,1,"3",9
"2582",1,0,1,1,1,1,0,0,2,0,0,1,1,1,1,1,49,1,6,1,1,0,"5",3,"35",0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,2401,0.555368299953723,1.19067724496707,0,"moderate",-4.97966571365172,-1.19067724496707,"2012",89,20120089,0.8844,0.8844,0.8844,1,1,"3",8
"2583",1,1,1,0,0,2,1,1,1,1,0,1,0,1,0,1,39,1,7,1,1,1,"2",5,"35",1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1521,0.511168298653005,0.0989452505542227,0,"moderate",0.545522040149603,-0.0989452505542227,"2012",90,20120090,1.4306,1.4306,1.4306,1,1,"3",10
"2585",1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,0,39,0,1,1,1,1,"5",3,"16",1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1521,0.533835154142529,0.5265473887119,0,"moderate",-1.61854579823842,-0.5265473887119,"2008",242,20080242,0.4314,0.4314,0.4314,1,1,"4",9
"2586",0,1,1,0,1,2,0,0,2,0,1,1,0,1,1,1,58,0,1,1,1,1,"4",4,"35",1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,3364,0.546900032190123,0.0204197960900599,0,"moderate",1.1496211206255,0.0204197960900599,"2012",92,20120092,1.796,1.796,1.796,1,1,"3",9
"2587",1,1,1,1,0,1,1,1,2,0,0,1,1,1,0,0,57,1,1,1,1,1,"3",5,"35",0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,3249,0.505567598220343,0.0326421713150978,0,"moderate",0.881077802301976,-0.0326421713150978,"2012",94,20120094,0.9841,0.9841,0.9841,1,1,"3",10
"2588",1,1,1,1,1,0,1,0,1,1,1,2,1,1,0,0,27,1,1,1,1,1,"3",4,"35",1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,729,0.498896000792066,0.948823732926983,0,"moderate",5.84821572868322,0.948823732926983,"2012",95,20120095,1.7412,1.7412,1.7412,1,1,"3",11
"2589",1,1,1,1,1,0,1,0,2,0,0,2,0,1,0,0,69,0,5,1,1,0,"6",5,"35",0,2,1,0,1,1,0,0,0,0,0,1,0,1,1,4761,0.424752971759569,0.525384797072566,0,"moderate",-1.61266199422683,-0.525384797072566,"2012",96,20120096,0.8737,0.8737,0.8737,1,1,"3",10
"2590",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,78,0,5,1,0,1,"4",3,"35",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6084,0.387415521551166,1.01215039696891,0,"moderate",6.16870803855797,1.01215039696891,"2012",97,20120097,1.2748,1.2748,1.2748,1,1,"3",9
"2591",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,18,1,1,0,0,1,"3",2,"35",0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,324,0.575403935257616,0.557112815001816,0,"moderate",-1.7732355205247,-0.557112815001816,"2012",98,20120098,2.1215,2.1215,2.1215,1,1,"3",9
"2592",1,1,1,1,1,0,1,0,2,0,1,2,1,1,1,1,64,0,1,1,1,1,"2",3,"42",1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,4096,0.488783439002612,0.810729155383639,0,"moderate",5.14932765668969,0.810729155383639,"2012",99,20120099,0.7508,0.7508,0.7508,1,1,"3",11
"2594",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,31,0,1,0,0,1,"1",2,"48",0,2,1,0,1,1,0,1,0,0,0,0,1,0,1,961,0.399371351456208,0.00577351011501482,0,"moderate",1.01705842628614,-0.00577351011501482,"2012",101,20120101,2.7365,2.7365,2.7365,1,1,"3",9
"2595",0,1,1,1,1,1,1,0,2,1,0,1,0,1,0,0,44,1,1,1,1,1,"1",4,"35",1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,1936,0.43559224530558,0.17933915852072,0,"moderate",0.138653469795376,-0.17933915852072,"2012",102,20120102,0.7658,0.7658,0.7658,1,1,"3",10
"2596",1,1,1,1,1,0,1,0,2,0,0,1,1,1,1,1,26,1,1,0,0,0,"2",2,"11",1,2,1,0,1,0,0,0,0,0,1,0,0,1,1,676,0.485825104116024,0.796702991040956,0,"moderate",5.07834211091874,0.796702991040956,"2008",24,20080024,0.8427,0.8427,0.8427,1,1,"4",9
"2597",0,1,1,1,1,1,1,0,2,0,0,2,1,1,0,0,55,0,1,0,0,1,"1",4,"1",0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,3025,0.510124173003514,1.12965347508368,0,"moderate",-4.67082820794887,-1.12965347508368,"2008",243,20080243,0.7404,0.7404,0.7404,1,1,"4",10
"2598",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,58,0,7,1,1,1,"1",1,"35",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3364,0.527050083510927,0.155551182902844,0,"moderate",1.83351266854494,0.155551182902844,"2012",103,20120103,1.573,1.573,1.573,1,1,"3",9
"2600",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,75,1,5,1,0,0,"1",3,"35",0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,5625,0.439146029628904,0.662468126359988,0,"moderate",-2.30643220166361,-0.662468126359988,"2012",105,20120105,2.9749,2.9749,2.9749,1,1,"3",9
"2602",1,1,1,1,1,0,0,0,2,0,0,1,0,0,0,0,32,1,7,0,1,0,"3",2,"35",0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1024,0.589938375196489,0.894986033854163,0,"moderate",-3.48319087650419,-0.894986033854163,"2012",107,20120107,0.3334,0.3334,0.3334,1,1,"3",8
"2603",1,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,42,1,1,0,1,0,"1",4,"35",0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1764,0.666775162460469,0.733962118468805,0,"moderate",-2.66825885114497,-0.733962118468805,"2012",108,20120108,0.2229,0.2229,0.2229,1,1,"3",9
"2605",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,35,0,8,0,0,1,"1",4,"26",0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1225,0.389557934566016,0.173144456371437,0,"moderate",1.92255113184493,0.173144456371437,"2012",111,20120111,0.342,0.342,0.342,1,1,"3",9
"2606",0,1,1,0,0,3,1,1,1,1,0,1,1,1,1,1,74,1,6,1,0,1,"1",5,"35",0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,5476,0.688779202269307,0.418300177965532,0,"moderate",3.16326899818767,0.418300177965532,"2012",112,20120112,0.6951,0.6951,0.6951,1,1,"3",10
"2607",1,1,1,1,0,1,0,0,2,0,0,1,0,1,0,1,45,0,6,0,0,0,"1",4,"35",0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2025,0.51582351964876,0.887178232413772,0,"moderate",5.53623168291407,0.887178232413772,"2012",113,20120113,0.171,0.171,0.171,1,1,"3",8
"2608",1,1,1,0,1,1,0,0,2,0,0,2,0,0,0,0,42,0,1,0,0,1,"2",2,"13",0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1764,0.422917024117913,0.821842200141513,0,"moderate",5.2055700853424,0.821842200141513,"2008",245,20080245,0.6415,0.6415,0.6415,1,1,"4",9
"2609",0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,22,0,7,1,1,0,"7",2,"1",0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,484,0.408599273860823,1.07675622222047,0,"moderate",6.49567410379279,1.07675622222047,"2012",114,20120114,1.4778,1.4778,1.4778,1,1,"3",8
"2611",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,24,1,7,0,0,0,"5",2,"35",0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,576,0.417428824004249,0.493857541238275,0,"moderate",3.54566011652126,0.493857541238275,"2012",117,20120117,0.8405,0.8405,0.8405,1,1,"3",9
"2612",0,1,1,1,1,1,0,0,2,1,1,1,0,1,0,0,50,0,1,0,1,1,"2",5,"35",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2500,0.4784355136515,0.660820782854564,0,"moderate",-2.2980950985934,-0.660820782854564,"2012",118,20120118,1.0347,1.0347,1.0347,1,1,"3",10
"2614",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,22,1,1,0,0,0,"7",1,"32",0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,484,0.549554416127505,0.512352053116396,0,"moderate",-1.54670408727386,-0.512352053116396,"2012",120,20120120,1.0487,1.0487,1.0487,1,1,"3",9
"2615",0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,21,0,8,0,0,1,"5",3,"32",0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,441,0.385173552504451,1.09222271509229,0,"moderate",6.57394906270853,1.09222271509229,"2012",121,20120121,3.0708,3.0708,3.0708,1,1,"3",8
"2617",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,63,0,5,1,0,0,"5",4,"8",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3969,0.385336725717931,1.01745233302881,0,"moderate",6.19554080735058,1.01745233302881,"2012",124,20120124,2.3172,2.3172,2.3172,1,1,"3",10
"2618",1,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,51,0,1,1,1,0,"3",4,"32",1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2601,0.468156144245465,0.586436283991179,0,"moderate",-1.92163977412188,-0.586436283991179,"2012",125,20120125,4.3343,4.3343,4.3343,1,1,"3",9
"2619",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,51,1,7,1,1,0,"2",2,"6",1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2601,0.538899222299498,0.809273454850697,0,"moderate",5.14196044678929,0.809273454850697,"2008",246,20080246,0.6484,0.6484,0.6484,1,1,"4",9
"2620",0,0,0,0,1,4,0,0,1,0,0,1,1,1,0,0,62,0,1,0,0,1,"7",2,"32",0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,3844,0.647531096670362,0.0401692566986507,0,"moderate",1.24957191299689,0.0401692566986507,"2012",127,20120127,0.5707,0.5707,0.5707,1,1,"3",7
"2621",0,0,1,1,1,2,0,0,1,1,1,1,0,1,1,1,52,0,7,0,0,0,"2",1,"32",0,2,0,0,1,1,0,0,1,0,0,0,1,0,1,2704,0.516094874499946,0.153050482498846,0,"moderate",1.82085677926185,0.153050482498846,"2012",128,20120128,1.8753,1.8753,1.8753,1,1,"3",9
"2623",0,0,1,0,0,4,1,0,1,0,0,1,0,0,0,0,54,0,6,0,0,0,"4",4,"32",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2916,0.274032580071558,0.421838344135187,0,"moderate",3.18117543721442,0.421838344135187,"2012",130,20120130,0.4853,0.4853,0.4853,1,1,"3",8
"2625",1,1,1,0,1,1,1,0,2,0,0,2,0,1,0,0,26,0,1,0,1,1,"4",2,"32",1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,676,0.643940073502997,0.612794984417672,0,"moderate",-2.05503951833374,-0.612794984417672,"2012",132,20120132,1.7275,1.7275,1.7275,1,1,"3",10
"2626",1,1,0,0,0,3,1,1,1,1,1,1,0,0,0,0,55,0,1,1,1,1,"2",2,"32",1,2,1,0,0,0,1,0,1,0,0,1,0,1,1,3025,0.65235364502565,0.644064504094123,0,"moderate",-2.21329261347775,-0.644064504094123,"2012",133,20120133,1.0663,1.0663,1.0663,1,1,"3",11
"2627",0,0,0,0,1,4,0,0,1,0,1,1,1,1,0,1,22,1,1,0,1,0,"4",1,"32",1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,484,0.680582227449087,0.181135594440291,0,"moderate",0.129561819285822,-0.181135594440291,"2012",134,20120134,1.8972,1.8972,1.8972,1,1,"3",8
"2628",1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,21,0,1,0,0,1,"7",1,"32",1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,441,0.554728647631527,0.343645438750795,0,"moderate",-0.692890399987521,-0.343645438750795,"2012",135,20120135,1.7178,1.7178,1.7178,1,1,"3",9
"2629",0,1,1,0,0,3,1,0,2,0,0,2,1,1,0,1,29,0,1,1,1,1,"3",2,"54",1,2,1,0,1,0,1,0,1,0,1,0,0,0,0,841,0.525530717619077,2.39146633276842,1,"right",13.1493402414286,2.39146633276842,"2012",136,20120136,0.4853,0.4853,0.4853,1,1,"3",10
"2630",1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,35,0,1,1,0,1,"3",5,"22",0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1225,0.491985496372772,1.57331621807031,1,"left",-6.91617776893335,-1.57331621807031,"2008",247,20080247,0.7748,0.7748,0.7748,1,1,"4",10
"2631",1,1,1,1,1,0,0,0,2,0,0,1,0,1,0,0,57,0,1,0,0,1,"3",3,"32",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,3249,0.385586852616943,0.270877666622656,0,"moderate",-0.32461722901571,-0.270877666622656,"2012",137,20120137,1.1998,1.1998,1.1998,1,1,"3",8
"2632",1,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,40,0,1,0,1,0,"6",2,"32",0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1600,0.655299510175502,0.384801621084673,0,"moderate",2.99373488432516,0.384801621084673,"2012",138,20120138,0.2809,0.2809,0.2809,1,1,"3",9
"2633",1,1,1,1,1,0,1,0,2,1,1,1,0,1,0,0,46,0,1,1,0,1,"5",2,"32",1,2,1,0,1,0,1,0,1,0,0,0,1,1,0,2116,0.473689615305426,0.211341992202829,0,"moderate",2.11586648605373,0.211341992202829,"2012",139,20120139,0.283,0.283,0.283,1,1,"3",11
"2634",0,1,1,0,1,2,0,0,2,1,0,1,0,1,1,0,65,0,5,1,0,1,"7",3,"32",0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,4225,0.494563359471455,0.624500455136131,0,"moderate",-2.11428017794351,-0.624500455136131,"2012",140,20120140,1.7783,1.7783,1.7783,1,1,"3",9
"2635",0,1,1,1,1,1,0,0,2,0,0,1,1,1,1,1,32,0,1,0,1,1,"6",2,"6",0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1024,0.447770951505462,0.191718529270322,0,"moderate",0.0760022440224684,-0.191718529270322,"2012",141,20120141,2.7572,2.7572,2.7572,1,1,"3",8
"2637",1,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,52,0,1,0,0,1,"2",1,"32",1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,2704,0.435288401028721,0.445879342301849,0,"moderate",-1.2102898302638,-0.445879342301849,"2012",143,20120143,0.789,0.789,0.789,1,1,"3",9
"2638",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,36,1,1,1,1,1,"2",4,"6",1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1296,0.445025497751935,0.131816486326302,0,"moderate",1.71339284469071,0.131816486326302,"2012",144,20120144,0.9027,0.9027,0.9027,1,1,"3",10
"2640",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,66,0,5,1,1,1,"7",4,"32",1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,4356,0.466239064291104,1.3030769023616,1,"right",7.64106899626389,1.3030769023616,"2012",146,20120146,0.6054,0.6054,0.6054,1,1,"3",9
"2642",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,1,66,0,1,1,1,1,"6",2,"47",1,2,1,0,0,0,1,0,1,0,0,1,0,1,1,4356,0.548980013318673,0.12016436641305,0,"moderate",1.65442219018942,0.12016436641305,"2012",147,20120147,1.2039,1.2039,1.2039,1,1,"3",10
"2645",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,1,53,1,1,1,1,1,"7",2,"32",1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,2809,0.476491052264119,0.747701827031508,0,"moderate",-2.73779466202159,-0.747701827031508,"2012",150,20120150,0.1246,0.1246,0.1246,1,1,"2",10
"2646",1,1,1,1,1,0,0,0,2,0,0,2,1,0,0,0,67,0,1,1,0,1,"4",2,"32",1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,4489,0.407084764728765,0.226543238875084,0,"moderate",2.19279905044305,0.226543238875084,"2012",151,20120151,1.8307,1.8307,1.8307,1,1,"2",9
"2648",1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,45,0,1,1,0,1,"5",2,"39",1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,2025,0.437868420340268,0.911861026397258,0,"moderate",-3.56859416469375,-0.911861026397258,"2012",153,20120153,0.4341,0.4341,0.4341,1,1,"2",7
"2652",0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,25,1,1,0,1,1,"2",4,"48",0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,625,0.534061094951234,0.234158617159921,0,"moderate",2.23134000651586,0.234158617159921,"2008",249,20080249,0.8737,0.8737,0.8737,1,1,"4",11
"2653",0,1,1,1,1,1,0,0,2,0,0,2,1,1,1,1,76,0,1,1,1,1,"7",4,"6",1,2,1,0,0,0,1,0,1,0,0,1,0,1,1,5776,0.46888638212623,1.058693646661,0,"moderate",6.40426053178609,1.058693646661,"2012",157,20120157,0.3543,0.3543,0.3543,1,1,"2",9
"2655",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,0,48,1,1,0,0,1,"1",4,"36",0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2304,0.469748381070048,0.381809494656641,0,"moderate",2.97859191848501,0.381809494656641,"2012",160,20120160,0.8281,0.8281,0.8281,1,1,"2",10
"2660",1,1,1,1,1,0,0,0,1,0,0,2,0,1,1,1,40,1,1,0,0,0,"2",5,"36",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1600,0.682469330713213,0.41081607055447,0,"moderate",-1.03283679173577,-0.41081607055447,"2012",165,20120165,1.8134,1.8134,1.8134,1,1,"2",8
"2661",1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,47,0,1,0,0,1,"4",5,"17",0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,2209,0.30090748418994,0.00306544683786177,0,"moderate",1.06179183793144,0.00306544683786177,"2012",166,20120166,0.7414,0.7414,0.7414,1,1,"2",11
"2663",0,1,1,1,1,1,1,0,2,0,0,2,0,0,0,1,31,1,4,0,1,0,"1",2,"6",0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,961,0.498552931141496,0.828428044092075,0,"moderate",-3.14634502804218,-0.828428044092075,"2008",250,20080250,0.7345,0.7345,0.7345,1,1,"4",10
"2665",1,1,1,1,1,0,0,0,2,0,1,2,0,1,1,1,46,1,6,0,1,0,"4",3,"36",0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2116,0.416870067054325,1.03758959623092,0,"moderate",-4.20489864042867,-1.03758959623092,"2012",169,20120169,2.7479,2.7479,2.7479,1,1,"2",10
"2667",1,1,1,1,1,0,1,0,2,0,0,2,0,0,1,1,49,1,1,0,1,1,"7",5,"29",0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2401,0.357507102140864,0.587601435217467,0,"moderate",4.02009213615447,0.587601435217467,"2012",171,20120171,1.9628,1.9628,1.9628,1,1,"2",10
"2668",0,1,1,1,1,1,1,0,2,0,0,2,0,1,0,0,49,1,6,0,0,1,"4",4,"36",0,2,1,0,1,1,0,1,1,0,0,1,0,0,0,2401,0.578665682660009,0.0528779700989216,0,"moderate",0.778665682660009,-0.0528779700989216,"2012",172,20120172,2.2878,2.2878,2.2878,1,1,"2",10
"2669",1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,53,0,1,1,1,1,"7",2,"6",1,2,1,0,1,0,1,0,1,0,0,0,1,1,1,2809,0.350793257849553,0.622163963853225,0,"moderate",4.19501094492438,0.622163963853225,"2012",173,20120173,0.8436,0.8436,0.8436,1,1,"2",8
"2672",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,39,0,2,0,0,0,"1",5,"36",1,2,1,1,0,0,1,1,1,0,0,1,0,1,1,1521,0.680832974573093,0.579831751244159,0,"moderate",-1.88821464447453,-0.579831751244159,"2012",176,20120176,2.0456,2.0456,2.0456,1,1,"2",9
"2674",0,1,1,1,0,2,1,0,2,1,0,1,1,1,1,1,71,0,5,1,1,1,"5",3,"37",1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,5041,0.583111142786251,0.644814076123694,0,"moderate",4.30964175503115,0.644814076123694,"2008",252,20080252,0.4762,0.4762,0.4762,1,1,"4",10
"2679",1,1,1,1,1,0,1,0,2,1,0,1,1,0,0,0,65,0,1,1,1,0,"7",3,"31",0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,4225,0.471040390853648,0.482070449350593,0,"moderate",3.48600637724821,0.482070449350593,"2012",182,20120182,1.5535,1.5535,1.5535,1,1,"2",10
"2680",1,1,1,1,0,1,0,1,2,0,0,1,1,1,1,0,32,0,1,1,1,1,"2",4,"36",1,2,1,0,0,0,1,0,1,0,1,0,0,0,1,1024,0.445820913773587,0.118914211630713,0,"moderate",0.4444603695559,-0.118914211630713,"2012",184,20120184,1.2425,1.2425,1.2425,1,1,"2",9
"2681",0,1,1,1,1,1,0,0,1,0,0,2,0,1,1,1,44,0,1,1,1,1,"2",4,"36",1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1936,0.465534185695878,0.0362511279245034,0,"moderate",0.862813097260504,-0.0362511279245034,"2012",185,20120185,2.8233,2.8233,2.8233,1,1,"2",8
